PubmedID,Title,Publication Date,Non-academic Author(s),Company Affiliation(s),Corresponding Author Email
37951206,"IPSOS trial: A ""game changer"" redefining first-line immunotherapy in platinum-ineligible NSCLC.",2023/Nov/10,"Mezquita, Laura","Department of Medical Oncology, Hospital Clinic de Barcelona, Barcelona, Spain; Laboratory of Translational Genomic and Targeted therapies in Solid Tumors, IDIBAPS, Barcelona, Spain; Department of Medicine, University of Barcelona, Barcelona, Spain. Electronic address: lmezquita@clinic.cat.",lmezquita@clinic.cat.
37933916,"Association between treatment and improvements in overall survival of patients with advanced/metastatic non-small cell lung cancer since 2011: A study in the United States, Canada, and Germany using retrospective real-world databases.",2024/Feb/15,"Wilke, Thomas; Froelich, Carolin","Institut für Pharmakoökonomie und Arzneimittellogistik e.V., University of Wismar, Wismar, Germany.; Roche Pharma AG, Grenzach-Wyhlen, Germany.",None
37918061,High bone tumor burden to identify advanced non-small cell lung cancer patients with survival benefit upon bone targeted agents and immune checkpoint inhibitors.,2023,"Torri, Valter","Methodology for Clinical Research Laboratory, Istituto di Ricerche Farmacologiche Mario Negri Istituto di Ricovero e Cura a Carattere Scientifico (IRCCS), Milan, Italy.",ferrara.roberto@hsr.it.
37916501,Pralsetinib in patients with RET fusion-positive non-small-cell lung cancer: A plain language summary of the ARROW study.,2024,"Subbiah, Vivek; Smoljanovic, Vlatka; Rahman, Ahmadur; Zalutskaya, Alena; Louie-Gao, Melinda; Boral, Andy L","Sarah Cannon Research Institute, Nashville, TN, USA.; F. Hoffmann-La Roche, Ltd, Basel, Switzerland.; F. Hoffmann-La Roche, Ltd, Basel, Switzerland.; Blueprint Medicines Corporation, Cambridge, MA, USA.; Blueprint Medicines Corporation, Cambridge, MA, USA.; Blueprint Medicines Corporation, Cambridge, MA, USA.",None
37916173,Characterization of a cohort of metastatic lung cancer patients harboring ,2023,"Notario, Lucía; Cucurull, Marc; Cerdà, Gabriela; Sanz, Carolina; Carcereny, Enric; Muñoz-Mármol, Ana; Hernández, Ainhoa; Domènech, Marta; Morán, Teresa; Sánchez-Céspedes, Montse; Costa, Marta; Mate, Jose-Luis; Esteve, Anna; Saigí, Maria","Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Pathology Department, Germans Trias i Pujol University Hospital (HUGTiP), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Pathology Department, Germans Trias i Pujol University Hospital (HUGTiP), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Cancer Genetics Group, Josep Carreras Leukaemia Research Institute (IJC), Badalona, Barcelona, Spain.; Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Pathology Department, Germans Trias i Pujol University Hospital (HUGTiP), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Statistics Department, Catalan Institute of Oncology (ICO)-Badalona, Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.; Medical Oncology Department, Catalan Institute of Oncology (ICO)-Badalona, Germans Trias i Pujol University Hospital (HUGTiP), Badalona-Applied Research Group in Oncology (B-ARGO), Germans Trias i Pujol Research Institute (IGTP), Badalona, Barcelona, Spain.",None
37897879,"Characteristics, management, and healthcare resources of patients with advanced non-small-cell lung cancer surviving 5 years after nivolumab treatment initiation: A national database analysis.",2023,"Assié, Jean-Baptiste; Grumberg, Valentine","Functional Genomics of Solid Tumors Laboratory, Centre de Recherche des Cordeliers, INSERM, Sorbonne Université, Université de Paris, Paris, France; Centre Hospitalier Intercommunal Créteil, Créteil, France.; Bristol Myers Squibb France, 3 rue Joseph Monier, Rueil-Malmaison 92500, France; Oncostat - U1018, INSERM, Paris Saclay University, ""Ligue Contre le Cancer"" Labeled Team, Villejuif, France. Electronic address: Valentine.grumberg@bms.com.",Valentine.grumberg@bms.com.
37897014,Impact of Tyrosine Kinase Inhibitors on the Immune Response to SARS-CoV-2 Vaccination in Patients with Non-Small Cell Lung Cancer.,2023/Oct/19,"Hernández-Pedro, Norma; Barrios-Bernal, Pedro; Romero-Nuñez, Eunice","Laboratorio de Medicina Personalizada, Instituto Nacional de Cancerología, S.S.A., San Fernando 22 Sección XVI, Tlalpan, Mexico City 14080, Mexico.; Laboratorio de Medicina Personalizada, Instituto Nacional de Cancerología, S.S.A., San Fernando 22 Sección XVI, Tlalpan, Mexico City 14080, Mexico.; Laboratorio de Medicina Personalizada, Instituto Nacional de Cancerología, S.S.A., San Fernando 22 Sección XVI, Tlalpan, Mexico City 14080, Mexico.",None
37879444,Amivantamab plus chemotherapy with and without lazertinib in EGFR-mutant advanced NSCLC after disease progression on osimertinib: primary results from the phase III MARIPOSA-2 study.,2024,"Kowalski, D M","Department of Lung Cancer and Thoracic Tumours, Maria Sklodowska-Curie National Research Institute of Oncology, Warsaw, Poland.",antonio.passaro@ieo.it.
37879443,Artificial intelligence for predictive biomarker discovery in immuno-oncology: a systematic review.,2024,"Prelaj, A; Miskovic, V; Trovo, F; Mazzeo, L; Favali, M; Ambrosini, E; Turajlic, S; Spencer, C; Pedrocchi, A L G","Medical Oncology Department, Fondazione IRCCS Istituto Nazionale Tumori, Milan; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy; ESMO Real World Data and Digital Health Working Group, ESMO, Lugano, Switzerland. Electronic address: arsela.prelaj@istitutotumori.mi.it.; Medical Oncology Department, Fondazione IRCCS Istituto Nazionale Tumori, Milan; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy.; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy.; Medical Oncology Department, Fondazione IRCCS Istituto Nazionale Tumori, Milan; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy.; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy.; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy.; Cancer Dynamics Laboratory, The Francis Crick Institute, London.; Cancer Dynamics Laboratory, The Francis Crick Institute, London. Electronic address: Charlotte.spencer@crick.ac.uk.; Nearlab, Department of Electronics, Information, and Bioengineering, Politecnico di Milano, Milano, Italy.",Charlotte.spencer@crick.ac.uk.
37877248,Comparison of two-stage and joint TGI-OS modeling using data from six atezolizumab clinical studies in patients with metastatic non-small cell lung cancer.,2024,"Chan, Phyllis; Jin, Jin Y; Bruno, René","Clinical Pharmacology, Genentech, South San Francisco, California, USA.; Clinical Pharmacology, Genentech, South San Francisco, California, USA.; Clinical Pharmacology, Genentech-Roche, Marseille, France.",None
37871779,Surgical and survival outcomes with perioperative or neoadjuvant immune-checkpoint inhibitors combined with platinum-based chemotherapy in resectable NSCLC: A systematic review and meta-analysis of randomised clinical trials.,2023,"Santini, Daniele","Division of Medical Oncology A, Policlinico Umberto I, Rome, Italy; Department of Medical-Surgical Sciences and Biotechnologies, Sapienza University, Latina, Italy.",filippogallina92@gmail.com.
37866811,SAPPHIRE: phase III study of sitravatinib plus nivolumab versus docetaxel in advanced nonsquamous non-small-cell lung cancer.,2024,"Reynolds, C; Percent, I; Johnson, M L; Shazer, R L; Yan, X; Harrigan, R","Ocala Cancer Center, Florida Cancer Specialists and Research Institute - North Region (SCRI), Ocala, USA.; North Port Cancer Center, Florida Cancer Specialists and Research Institute - South Region (SCRI), Port Charlotte, USA.; Department of Medical Oncology, Sarah Cannon Research Institute, Tennessee Oncology, Nashville, USA.; Department of Clinical Research and Development, Mirati Therapeutics, Inc., San Diego, USA.; Department of Clinical Research and Development, Mirati Therapeutics, Inc., San Diego, USA.; Department of Clinical Research and Development, Mirati Therapeutics, Inc., San Diego, USA.",Hossein.Borghaei@fccc.edu.
37860193,Significant changes in advanced lung cancer survival during the past decade in Hungary: impact of modern immunotherapy and the COVID-19 pandemic.,2023,"Kiss, Zoltán; Hódi, Gábor; Polányi, Zoltán; Kovács, Krisztina; Knollmajer, Kata; Szabó, Tamás G; Berta, Andrea; Rokszin, György; Abonyi-Tóth, Zsolt; Barcza, Zsófia","MSD Pharma Hungary Ltd, Budapest, Hungary.; MSD Pharma Hungary Ltd, Budapest, Hungary.; MSD Pharma Hungary Ltd, Budapest, Hungary.; MSD Pharma Hungary Ltd, Budapest, Hungary.; MSD Pharma Hungary Ltd, Budapest, Hungary.; MSD Pharma Hungary Ltd, Budapest, Hungary.; MSD Pharma Hungary Ltd, Budapest, Hungary.; RxTarget Ltd., Szolnok, Hungary.; RxTarget Ltd., Szolnok, Hungary.; Syntesia Ltd, Budapest, Hungary.",None
37853341,Pan-tumor survey of ROS1 fusions detected by next-generation RNA and whole transcriptome sequencing.,2023/Oct/18,"Raez, Luis E","Memorial Healthcare System/Florida Atlantic University, Pembroke Pines, FL, USA.",nagasakm@hs.uci.edu.
37852738,Increased interleukin-6/C-reactive protein levels are associated with the upregulation of the adenosine pathway and serve as potential markers of therapeutic resistance to immune checkpoint inhibitor-based therapies in non-small cell lung cancer.,2023,"Wang, Kun; Ruppin, Eytan","Cancer Data Science Lab, National Cancer Institute, National Institute of Health, Bethesda, Maryland, USA.; Cancer Data Science Lab, National Cancer Institute, National Institute of Health, Bethesda, Maryland, USA.",alessiocortellini@gmail.com
37848757,Improved survival outcome with not-delayed radiotherapy and immediate PD-1/PD-L1 inhibitor for non-small-cell lung cancer patients with brain metastases.,2023,"Yu, Yaner; Chen, Haiyan; Tian, Zhifeng; Shui, Yongjie; Shen, Li; Hu, Qiongge; Wei, Qichun","Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.; Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.; Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.; Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.; Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.; Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China.; Department of Radiation Oncology (Key Laboratory of Cancer Prevention and Intervention, China National Ministry of Education, Key Laboratory of Molecular Biology in Medical Sciences, Zhejiang Province, China), The Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang, China. qichun_wei@zju.edu.cn.",qichun_wei@zju.edu.cn.
37848034,Differential network analysis of ROS1 inhibitors reveals lorlatinib polypharmacology through co-targeting PYK2.,2024/Feb/15,"Liao, Yi; Remsing Rix, Lily L; Li, Xueli; Fang, Bin; Izumi, Victoria; Welsh, Eric A; Monastyrskyi, Andrii; Haura, Eric B; Koomen, John M; Rix, Uwe","Department of Drug Discovery, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Proteomics and Metabolomics Core, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Proteomics and Metabolomics Core, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Biostatistics and Bioinformatics Shared Resource, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA; Department of Oncologic Sciences, University of South Florida, Tampa, FL 33620, USA.; Department of Thoracic Oncology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Oncologic Sciences, University of South Florida, Tampa, FL 33620, USA; Department of Molecular Oncology, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA.; Department of Drug Discovery, H. Lee Moffitt Cancer Center & Research Institute, Tampa, FL 33612, USA; Department of Oncologic Sciences, University of South Florida, Tampa, FL 33620, USA. Electronic address: uwe.rix@moffitt.org.",uwe.rix@moffitt.org.
